id;Cod.;Descrizione;Tipologia;Categoria;Sottocategoria;Cod. Udm;Cod. Iva;Listino 1;Listino 2;Listino 3;Formula listino 1;Formula listino 2;Formula listino 3;Note;Cod. a barre;Internet;Produttore;Extra 1;Extra 2;Extra 3;Extra 4;Cod. fornitore;Fornitore;Cod. prod. forn.;Prezzo forn.;Note fornitura;Ord. a multipli di;Gg. ordine;Scorta min.;Ubicazione;Tot. q.tà caricata;Tot. q.tà scaricata;Q.tà giacenza;Q.tà impegnata;Q.tà disponibile;Q.tà in arrivo;Vendita media mensile;Stima data fine magazz.;Stima data prossimo ordine;Data primo carico;Data ultimo carico;Data ultimo scarico;Costo medio d'acq.;Ultimo costo d'acq.;Prezzo medio vend.;Stato magazzino;Immagine
74;SOFFIATORE-BATTERIA-18V;Soffiatore GBL 18V-120 Bosch con accessori senza batteria;Art. con magazzino;ATTREZZATURE DA LAVORO;;pz;22;;;;;;;;3165140821049;;BOSH;;;;;2047;Di Emidio Srl;;;;;0;0;SCAFFALE 11 PIANO 1;1;0;1;0;1;0;0;;;19/01/2023;19/01/2023;;;;;Regolare;SOFFIATORE-BATTERIA-18V -- 000 (397).jpg
75;FETTUCCIA-20MT;STANLEY 0-34-105 Rotella Metrica, Natro in Acciaio, 20 m;Art. con magazzino;ATTREZZATURE DA LAVORO;;pz;22;;;;;;;;;;;;;;;2047;Di Emidio Srl;sta0-34-105;€ 22,40;;;0;0;;1;0;1;0;1;0;0;;;30/10/2024;30/10/2024;;€ 22,40;€ 22,40;;Regolare;FETTUCCIA-20MT -- 000 (527).JPG
76;LIVELLA-DIGITALE-FATMAX-400;stanley Fatmax 0-42-063 Livella Digitale Fatmax, 40 Cm, Giallo, Argento;Art. con magazzino;ATTREZZATURE DA LAVORO;;pz;22;;;;;;;;;;;;;;;2047;Di Emidio Srl;sta 0-42-063;€ 63,60;;;0;0;;1;0;1;0;1;0;0;;;30/10/2024;30/10/2024;;€ 63,60;€ 63,60;;Regolare;LIVELLA-DIGITALE-FATMAX-400 -- 000 (524).jpg
77;CAVELLETTO-PIEGHEVOLE-101,7X75,8X12,5-340KG;STANLEY, Cavalletti Pieghevoli, 340 kg. 1-97-475;Art. con magazzino;ATTREZZATURE DA LAVORO;;pz;22;;;;;;;;;;;;;;;2047;Di Emidio Srl;STA1-97-475;€ 38,00;;;0;0;;2;0;2;0;2;0;0;;;30/10/2024;30/10/2024;;€ 38,00;€ 38,00;;Regolare;CAVELLETTO-PIEGHEVOLE-101,7X75,8X12,5-340KG -- 000 (525).JPG
78;SCOTCHBRIGHT-GRANAFINE;TAMPONE multiflex rotoleo 100x200 a grana fine;Art. con magazzino;ATTREZZATURE DA LAVORO;;pz;22;;;;;;;;;;;;;;;2047;Di Emidio Srl;3m90019;€ 42,25;sconto 20;;0;0;SCAFFALE 3 PIANO 4;1;0;1;0;1;0;0;;;08/10/2021;08/10/2021;;€ 42,25;€ 42,25;;Regolare;
79;00393;TAPPO A GHIERA OTTONE 3/4 CON GUARNIZIONE;Art. con magazzino;ATTREZZATURE DA LAVORO;;pz;22;;;;;;;;;;MAB;;;;;2047;Di Emidio Srl;TAR.MAB845;€ 2.518,10;;;0;0;SCAF 16A RIP  POS  PIANO 4;2;0;2;0;2;0;0;;;05/11/2025;05/11/2025;;;;;Regolare;00393 -- 000 (601).jpg
80;00430;TAPPO GHISA 1° 1/2  MASCHIO;Art. con magazzino;ATTREZZATURE DA LAVORO;;pz;22;;;;;;;;;;MAB;;;;;2047;Di Emidio Srl;TAR.MAB845;€ 2.518,10;;;0;0;SCAF 16A RIP  POS  PIANO 4;1;0;1;0;1;0;0;;;10/11/2025;10/11/2025;;;;;Regolare;00430 -- 000 (638).jpeg
81;00401;TAPPO IDRAULICO 1/2;Art. con magazzino;ATTREZZATURE DA LAVORO;;pz;22;;;;;;;;;;MAB;;;;;2047;Di Emidio Srl;TAR.MAB845;€ 2.518,10;;;0;0;SCAF 16A RIP  POS  PIANO 4;7;0;7;0;7;0;0;;;05/11/2025;05/11/2025;;;;;Regolare;00401 -- 000 (609).jpeg
82;00389;TAPPO OTTONE 3/4 FEMMINA;Art. con magazzino;ATTREZZATURE DA LAVORO;;pz;22;;;;;;;;;;MAB;;;;;2047;Di Emidio Srl;TAR.MAB845;€ 2.518,10;;;0;0;SCAF 16A RIP  POS  PIANO 4;2;0;2;0;2;0;0;;;05/11/2025;05/11/2025;;;;;Regolare;00389 -- 000 (597).jpg
83;TAZZA- FORO-TONDO;tazza da 121m;Art. con magazzino;ATTREZZATURE DA LAVORO;;pz;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAFFALE 17 B PIANO 1;4;0;4;0;4;0;0;;;23/09/2021;23/09/2021;;;;;Regolare;TAZZA- FORO-TONDO -- 000 (54).jpeg
84;TAZZA-FORO-TONDO;tazza da 125m;Art. con magazzino;ATTREZZATURE DA LAVORO;;pz;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAFFALE 17 B PIANO 1;2;0;2;0;2;0;0;;;23/09/2021;23/09/2021;;;;;Regolare;TAZZA-FORO-TONDO -- 000 (53).jpeg
85;TAZZA-FOROTONDO;tazza da 150m;Art. con magazzino;ATTREZZATURE DA LAVORO;;pz;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAFFALE 17 B PIANO 1;1;0;1;0;1;0;0;;;23/09/2021;23/09/2021;;;;;Regolare;TAZZA-FOROTONDO -- 000 (55).jpeg
86;TAZZA-ALLUMINIO;tazza da 83m per alluminio;Art. con magazzino;ATTREZZATURE DA LAVORO;;pz;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAFFALE 17 B PIANO 1;1;0;1;0;1;0;0;;;23/09/2021;23/09/2021;;;;;Regolare;TAZZA-ALLUMINIO -- 000 (56).jpeg
87;TAZZA-FOTO,TONDO;tazza da 91m;Art. con magazzino;ATTREZZATURE DA LAVORO;;pz;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAFFALE 17 B PIANO 1;1;0;1;0;1;0;0;;;23/09/2021;23/09/2021;;;;;Regolare;TAZZA-FOTO,TONDO -- 000 (57).jpeg
88;TELA-ABRASIVA-P120;Tela abrasiva grana 120;Art. con magazzino;ATTREZZATURE DA LAVORO;;pz;22;;;;;;;;;;;;;;;2047;Di Emidio Srl;gri00ft0120;€ 1,09;sconto 20;;0;0;SCAFFALE 3 PIANO 4;5;0;5;0;5;0;0;;;08/10/2021;08/10/2021;;€ 1,09;€ 1,09;;Regolare;
89;TELA-ABRASIVA-P180;Tela abrasiva grana 180;Art. con magazzino;ATTREZZATURE DA LAVORO;;pz;22;;;;;;;;;;;;;;;2047;Di Emidio Srl;TAFTF50.180;€ 1,16;sconto 20;;0;0;SCAFFALE 3 PIANO 4;5;0;5;0;5;0;0;;;08/10/2021;08/10/2021;;€ 1,16;€ 1,16;;Regolare;
90;TELA-ABRASIVA-P400;Tela abrasiva grana 400;Art. con magazzino;ATTREZZATURE DA LAVORO;;pz;22;;;;;;;;;;;;;;;2047;Di Emidio Srl;gri00ft0400;€ 1,09;sconto 20;;0;0;SCAFFALE 3 PIANO 4;5;0;5;0;5;0;0;;;08/10/2021;08/10/2021;;€ 1,09;€ 1,09;;Regolare;
91;TELA-ABRASIVA-P600;Tela abrasiva grana 600;Art. con magazzino;ATTREZZATURE DA LAVORO;;pz;22;;;;;;;;;;;;;;;2047;Di Emidio Srl;gri00ft0600;€ 1,09;sconto 20;;0;0;SCAFFALE 3 PIANO 4;5;0;5;0;5;0;0;;;08/10/2021;08/10/2021;;€ 1,09;€ 1,09;;Regolare;
92;TELA-ABRASIVA-P80;Tela abrasiva grana 80;Art. con magazzino;ATTREZZATURE DA LAVORO;;pz;22;;;;;;;;;;;;;;;2047;Di Emidio Srl;gri00ft0080;€ 1,18;sconto 20;;0;0;SCAFFALE 3 PIANO 4;5;0;5;0;5;0;0;;;08/10/2021;08/10/2021;;€ 1,18;€ 1,18;;Regolare;
93;TELECAMERA-ISPEZIONE-GIC120 C;telecamera con cavo da ispezione bosh;Art. con magazzino;ATTREZZATURE DA LAVORO;;pz;22;;;;;;;;;;bosh;;;;;;;;;;;0;0;SCAFFALE 11 PIANO 1;1;0;1;0;1;0;0;;;21/01/2022;21/01/2022;;;;;Regolare;TELECAMERA-ISPEZIONE-GIC120 C -- 000 (306).jpeg
94;TERMOMETRO-INFRAROSSI;termometro infrarossi laser;Art. con magazzino;ATTREZZATURE DA LAVORO;;pz;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAFFALE 11 PIANO 5;1;0;1;0;1;0;0;;;29/09/2021;29/09/2021;;;;;Regolare;TERMOMETRO-INFRAROSSI -- 000 (192).jpeg
95;TORCIA-BRUCIATORE;torcia per bombola gas;Art. con magazzino;ATTREZZATURE DA LAVORO;;pz;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAFFALE 11 PIANO 2;1;0;1;0;1;0;0;;;22/09/2021;22/09/2021;;;;;Regolare;TORCIA-BRUCIATORE -- 000 (29).jpeg
96;TRAPANO-FILO-BOSH;Trapano a filo BOSH;Art. con magazzino;ATTREZZATURE DA LAVORO;;pz;22;;;;;;;;;;cango;;;;;;;;;;;0;0;SCAFFALE 10 PIANO 3;1;0;1;0;1;0;0;;;22/09/2021;22/09/2021;;;;;Regolare;TRAPANO-FILO-BOSH -- 000 (12).jpeg
97;TRAPANO-FILO;Trapano a filo KAMGOO;Art. con magazzino;ATTREZZATURE DA LAVORO;;pz;22;;;;;;;;;;cango;;;;;;;;;;;0;0;SCAFFALE 10 PIANO 2;1;0;1;0;1;0;0;;;22/09/2021;22/09/2021;;;;;Regolare;TRAPANO-FILO -- 000 (11).jpeg
98;TRAPANO-1119-RECLA;Trapano velocita fissa Bosh;Art. con magazzino;ATTREZZATURE DA LAVORO;;pz;22;;;;;;;;;;bosh;;;;;;;;;;;0;0;SCAFFALE 11 PIANO 1;2;0;2;0;2;0;0;;;22/09/2021;22/09/2021;;;;;Regolare;TRAPANO-1119-RECLA -- 000 (17).jpeg
99;00476;UGELLO MISCELAZIONE COLLA;Art. con magazzino;ATTREZZATURE DA LAVORO;;pz;22;;;;;;;;;;FISCHER;;;;;;;53117;;;;0;0;SCAFFALE 3 PIANO 4;25;0;25;0;25;0;0;;;24/11/2025;24/11/2025;;;;;Regolare;00476 -- 000 (681).jpg
100;00557;vite autofilettante diametro 6;Art. con magazzino;ATTREZZATURE DA LAVORO;;pz;22;;;;;;;;;;CENTORAME;;;;;2084;D'ELPIDIO S.R.L;;;;;0;0;SCAF 16B RIP  POS  PIANO 4;30;0;30;0;30;0;0;;;02/02/2026;02/02/2026;;;;;Regolare;00557 -- 000 (738).jpg
101;00556;vite autoforante diametro 6;Art. con magazzino;ATTREZZATURE DA LAVORO;;pz;22;;;;;;;;;;CENTORAME;;;;;2084;D'ELPIDIO S.R.L;;;;;0;0;SCAF 16B RIP  POS  PIANO 4;20;0;20;0;20;0;0;;;02/02/2026;02/02/2026;;;;;Regolare;00556 -- 000 (737).jpg
102;TUBO-PVC-TRAMATO;Tubo tramato per colla 1/2pollice;Art. con magazzino;MATERIALE DI CONSUMO;;mt;22;;;;;;;;040j28445a;;ALFAGOMMA;;;;;;;492oo013194aa0y;;;;0;0;SCAFFALE 7 PIANO 1;50;40;10;0;10;0;0,75;20/03/2027;19/03/2027;24/09/2021;24/09/2021;03/02/2026;;;;Regolare;TUBO-PVC-TRAMATO -- 000 (114).jpg
103;INNESTO-RAPIDO-PORTAGOMMA-1/8;"Innesti Rapidi per Acqua in Inox
FILETTO 12INTERNO 1/8";Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;;;;;;;;;;;;0;0;;33;30;3;0;3;0;0,97;17/05/2026;15/05/2026;27/07/2023;27/07/2023;27/07/2023;;;;Regolare;INNESTO-RAPIDO-PORTAGOMMA-1-8 -- 000 (431).jpg
104;00439;RIDUZIONE 3/4FEMMINA A 1/2 FEMMINA;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;32;29;3;0;3;0;0,93;20/05/2026;20/05/2026;27/07/2023;27/07/2023;27/07/2023;;;;Regolare;00439 -- 000 (435).jpg
105;RILSAN-8;Rilsan in poliammide Diametro esterno 8X6mm;Art. con magazzino;MATERIALE DI CONSUMO;;mt;22;;;;;;;;;;;;;;;;;25SC-PA68N003;;;;0;0;SCAFFALE 1 PIANO 1;35;10;25;0;25;0;0,19;25/01/2037;23/01/2037;27/09/2021;01/12/2025;21/07/2022;;;;Regolare;RILSAN-8 -- 000 (151).jpeg
106;SEGA-6800X20X0,90 Tpi 3 T.C.T.Abrasive;"Sega per Friggi tipo per Fibrocemento a denti grandi.
SEGA-6800X20X0,90 Tpi 3 T.C.T.Abrasive";Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;Diatech;;;;;2085;Diatech S.R.L.;;€ 315,00;;;0;0;APPESA DIETRO RECINTO SEGA;11;10;1;0;1;0;0,22;01/07/2026;01/07/2026;04/05/2022;07/03/2024;18/02/2025;€ 315,00;€ 315,00;;Regolare;SEGA-6800X20X0,90 Tpi 3 T C T Abrasive -- 000 (332).jpg
107;00357;"Valvola a sfera filetto femm/filetto MASCHIO 1/2 pollice
VALVOLA-SFERA-M/F-1/2";Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;caleffi;;;;;;;;;;;0;0;SCAF 15A RIP  POS  PIANO 6;14;8;6;0;6;0;0,29;02/11/2027;02/11/2027;31/10/2023;03/02/2026;03/02/2026;;;;Regolare;00357 -- 000 (481).jpg
108;RACC-DRI-M3/8-8;RACCORDO DIRITTO MASCHIO CILINDRICO 3/8 PER TUBO 8;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;5702000007;;;;0;0;SCAFFALE 12 PIANO 6;22;7;15;0;15;0;0,13;13/07/2035;13/07/2035;23/09/2021;09/06/2023;21/07/2022;;;;Regolare;RACC-DRI-M3-8-8 -- 000 (62).jpg
109;RILSAN-6;Rilsan in poliammide Diametro esterno 6x4mm;Art. con magazzino;MATERIALE DI CONSUMO;;mt;22;;;;;;;;8010800255182;;;;;;;;;PAHL46N001;;;;0;0;SCAFFALE 1 PIANO 1;100;7;93;0;93;0;0,13;;;27/09/2021;27/09/2021;26/11/2025;;;;Regolare;RILSAN-6 -- 000 (149).jpeg
110;RACCORDO-T-RAPIDO-6;Raccordo a T con ineesto rapido per tubo 6;Art. con magazzino;MATERIALE DI CONSUMO;;mt;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAFFALE 12 PIANO 6;1;6;-5;0;-5;0;0,11;18/06/2022;17/06/2022;24/09/2021;24/09/2021;03/07/2024;;;;Esaurito;RACCORDO-T-RAPIDO-6 -- 000 (111).jpg
111;00400;Riduzione PNEUMATICA  maschio 1/2 FEMMINA 1/4;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;AIGNEP;;;;;;;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;17;6;11;0;11;0;1,8;15/08/2026;14/08/2026;05/11/2025;05/11/2025;06/11/2025;;;;Regolare;00400 -- 000 (608).jpg
112;VALVOLA-SFERA-F/F-3/8;Valvola a sfera filetto femm/filetto femm 3/8;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;;;;;0;0;SCAFFALE 12 PIANO 6;6;6;0;0;0;0;0,11;13/02/2026;13/02/2026;23/09/2021;23/09/2021;21/07/2022;;;;Esaurito;
113;RACC-ANG90°-M3/8-8;Raccordo Angolare a 90° maschio filettato 3/8 a tubo 8;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;AIG5711600012;;;;0;0;SCAFFALE 12 PIANO 6;10;4;6;0;6;0;0,12;21/02/2030;21/02/2030;09/06/2023;09/06/2023;04/03/2024;;;;Regolare;RACC-ANG90°-M3-8-8 -- 000 (430).jpg
114;REGOLATORE-UNI-M5-D6;"REGOLATORE UNIDIREZIONALE ORIENTABILE PER CILINDRO REGOLAZIONE MANUALE - ""CILINDRICO"" M-M5 PER TUBO 6";Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;5693500002   -00010;;AIGNEP;;;;;;;5693500002;;;;0;0;SCAFFALE 12 PIANO 6;16;4;12;0;12;0;0,07;15/04/2039;15/04/2039;24/09/2021;28/07/2023;28/07/2023;;;;Regolare;REGOLATORE-UNI-M5-D6 -- 000 (104).jpg
115;RIDUZIONE-M3/8-F1/4;Riduzione conica zn da maschio 3/8 a femmina 1/4;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;AIGNEP;;;;;;;62080 00 44 AA 00;;;;0;0;SCAFFALE 12 PIANO 6;14;4;10;0;10;0;0,08;20/01/2037;20/01/2037;29/09/2021;14/10/2021;29/09/2021;;;;Regolare;RIDUZIONE-M3-8-F1-4 -- 000 (206).jpg
116;00361;Valvola a sfera filetto maschio/filetto femm 3/4;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;;;;;0;0;SCAF 15A RIP  POS  PIANO 6;15;4;11;0;11;0;1,18;20/11/2026;20/11/2026;03/11/2025;03/02/2026;03/02/2026;;;;Regolare;00361 -- 000 (573).jpg
117;ANELLO-INOX-110;Anello in acciaio inox per tenuta filtri aspirazione;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;filtri mantovani;;;;;;;;;;;0;0;SCAFFALE 5 PIANO 2;70;3;67;0;67;0;0,06;;;27/09/2021;30/09/2021;27/09/2021;;;;Regolare;ANELLO-INOX-110 -- 000 (158).jpeg
118;PORTAGOMMA-DRITTO-M1/2-14;porta gomma per tubo di gomma da marchio 1/2 a diametro 14;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;;;;;0;0;SCAFFALE 12 PIANO 6;9;3;6;0;6;0;0,1;23/03/2031;21/03/2031;27/07/2023;27/07/2023;27/07/2023;;;;Regolare;PORTAGOMMA-DRITTO-M1-2-14 -- 000 (434).jpg
119;FARO-120W-4000K;Faro a LED circolare per illuminazione interna capannone.;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;4058075001039;;osram;;;;;;;ab436150055;;;;0;0;SCAFFALE 9 PIANO 3;4;2;2;0;2;0;0,04;05/07/2030;05/07/2030;24/09/2021;24/09/2021;29/11/2021;;;;Regolare;
120;00376;Manicotto prolunga L90mm da 1/2 pollice femmina femmina ottone;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;;;;;;;;;;;;0;0;SCAF 16A RIP  POS  PIANO4;7;2;5;0;5;0;0,04;20/01/2037;20/01/2037;29/09/2021;29/09/2021;04/11/2025;;;;Regolare;00376 -- 000 (209).jpeg
121;00377;Niples 1/2 Maschio-Maschio OTTONE;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;02000000103NB;;;;0;0;SCAF 16A RIP  POS  PIANO 4;6;2;4;0;4;0;0,59;02/09/2026;02/09/2026;04/11/2025;03/02/2026;03/02/2026;;;;Regolare;00377 -- 000 (586).jpeg
122;00386;"Raccordo A ""T"" 1/2 OTTONE 3 FEM";Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;2047;Di Emidio Srl;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;3;2;1;0;1;0;0,6;04/04/2026;03/04/2026;05/11/2025;03/02/2026;03/02/2026;;;;Regolare;00386 -- 000 (594).jpg
123;00380;raccordo ang 90° 3/8 tubo 8;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;AIGNEP;;;;;2047;Di Emidio Srl;;;;;0;0;SCAF 12 RIP  POS  PIANO 7;19;2;17;0;17;0;0,08;31/08/2042;29/08/2042;04/03/2024;28/11/2025;28/11/2025;;;;Regolare;00380 -- 000 (500).jpg
124;RACC-ANG90°-6;Raccordo Angolare a 90° doppio NNESTO RAPIDO tubo 6;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;;;;;0;0;SCAFFALE 12 PIANO 6;12;2;10;0;10;0;0,08;07/11/2035;07/11/2035;04/03/2024;04/03/2024;03/07/2024;;;;Regolare;RACC-ANG90°-6 -- 000 (487).jpg
125;RACC-ANG90°-M1/8-8;Raccordo Angolare a 90° maschio filettato 1/8 a tubo 8;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;5511600017;;;;0;0;SCAFFALE 12 PIANO 6;11;2;9;0;9;0;0,04;18/11/2045;17/11/2045;23/09/2021;28/09/2021;05/05/2022;;;;Regolare;RACC-ANG90°-M1-8-8 -- 000 (74).jpg
126;RACC-DRI-M1/8-6;RACCORDO DIRITTO MASCHIO CILINDRICO 1/8 PER TUBO 6;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;5002000n03;;;;0;0;SCAFFALE 12 PIANO 6;22;2;20;0;20;0;0,04;;;23/09/2021;11/11/2025;05/10/2022;;;;Regolare;RACC-DRI-M1-8-6 -- 000 (66).jpg
127;REGOLATORE-FLUSSO-CACCIAVITE-TUBO6-1/8;Regolatore di Flusso con regolazione a cacciavite da tubo 6 a 3/8;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;AIGNEP;;;;;2047;Di Emidio Srl;AIG0895300003;€ 7,86;;;0;0;;10;2;8;0;8;0;0,05;15/08/2039;15/08/2039;29/09/2022;29/09/2022;26/11/2025;€ 7,86;€ 7,86;;Regolare;REGOLATORE-FLUSSO-CACCIAVITE-TUBO6-1-8 -- 000 (356).jpg
128;00440;Riduzione da maschio 1/2 a femmina 3/8 zincato;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;AIGNEP;;;;;;;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;4;2;2;0;2;0;0,04;15/03/2030;15/03/2030;14/01/2022;14/01/2022;10/11/2025;;;;Regolare;00440 -- 000 (299).jpg
129;00324;Ruote in poliuretano TR, nucleo in alluminio, supporto rotante piastra P con freno registrabile;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;"Descrizione ruota
Rivestimento in poliuretano colato ""TR""; durezza 92+/-3 Shore A. Nucleo in alluminio pressofuso.
Mozzo con cuscinetti a sfera
Il mozzo è ottenuto tramite stampaggio ed è sede per cuscinetti a sfera.
Supporto rotante piastra P con freno registrabile
Supporto costituito da piastra, anello tenuta sfere e forcella in lamiera d'acciaio zincato giallo elettroliticamente ; organo di rotazione formato da due giri sfere lubrificati a grasso e protezione con anello parapolvere in poliammide 6. Perno centrale composto da vite classe 8.8 e dado. Il freno registrabile consente il bloccaggio della ruota e del supporto.";8007554032893;;tellure;;;;;2047;Di Emidio Srl;656604;;;;0;0;SCAF 16A RIP1  POS1  PIANO5;4;2;2;0;2;0;0,22;09/11/2026;09/11/2026;20/05/2025;20/05/2025;20/05/2025;;;;Regolare;00324 -- 000 (540).JPG
130;VALVOLA-SFERA-F/F-1/8;Valvola a sfera filetto femm/filetto femm 1/8;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;;;;;0;0;SCAFFALE 12 PIANO 6;6;2;4;0;4;0;0,04;26/11/2034;24/11/2034;23/09/2021;23/09/2021;05/10/2022;;;;Regolare;
131;00360;Valvola a sfera filetto masch/filetto femm 1 pollice;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;;;;;0;0;SCAF 15A RIP  POS  PIANO 6;8;2;6;0;6;0;0,59;16/12/2026;16/12/2026;03/11/2025;03/02/2026;03/02/2026;;;;Regolare;00360 -- 000 (572).jpg
132;RACC-T-8;"Raccordo a ""T"" Intermedio per tubo 8";Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;50230 00 003;;;;0;0;SCAFFALE 12 PIANO 6;7;1;6;0;6;0;0,02;;;29/09/2021;29/09/2021;05/05/2022;;;;Regolare;RACC-T-8 -- 000 (199).jpg
133;RACCORDO-T-TAPIDO-10;Raccordo a T con ineesto rapido per tubo 10;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;AIGNEP;;;;;;;;;;;0;0;SCAFFALE 12 PIANO 6;4;1;3;0;3;0;0,02;30/03/2039;30/03/2039;29/09/2021;07/04/2023;21/07/2022;;;;Regolare;RACCORDO-T-TAPIDO-10 -- 000 (211).jpg
134;RACC-ANG90°-M1/4-6;Raccordo Angolare a 90° maschio filettato 1/4 a tubo 6;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;;;;;0;0;SCAFFALE 12 PIANO 6;16;1;15;0;15;0;0,02;;;23/09/2021;28/07/2023;05/10/2022;;;;Regolare;RACC-ANG90°-M1-4-6 -- 000 (75).jpg
135;RACC-DRI-8;Raccordo Dritto Intermedio per tubo 8;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;5504000005;;;;0;0;SCAFFALE 12 PIANO 6;14;1;13;0;13;0;0,02;;;23/09/2021;05/10/2021;21/07/2022;;;;Regolare;RACC-DRI-8 -- 000 (72).jpg
136;00367;Riduzione maschio 1/2  femmina 3/8 ottone;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;AIGNEP;;;;;;;;;;;0;0;SCAF 16A RIP  POS  PIANO 4;7;1;6;0;6;0;0,02;;;29/09/2021;04/11/2025;14/01/2022;;;;Regolare;00367 -- 000 (214).jpg
137;SILENZIATORE-1/2;Silenziatore con maschio filettato 1/2;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;aignep;;;;;;;;;;;0;0;SCAFFALE 12 PIANO 6;4;1;3;0;3;0;0,02;12/03/2039;11/03/2039;05/10/2021;14/10/2021;14/10/2021;;;;Regolare;SILENZIATORE-1-2 -- 000 (246).jpeg
138;00482; bussola di serraggio conica (o calettatore) per trasmissioni meccaniche;Art. con magazzino;MATERIALE DI CONSUMO;;mt;22;;;;;;;;;;;;;;;;;25SC-PA68N003;;;;0;0;SCAF 15A RIP  POS  PIANO 8;2;0;2;0;2;0;0;;;25/11/2025;25/11/2025;;;;;Regolare;00482 -- 000 (685).jpeg
139;SUPPORTO-DISCO-RADIALE;"ADATTATORE RADIAL-BRISTLE-DISC-6MM
ZEBRA";Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;4049557812014;;WHURT;;;;;;;0673976;;;;0;0;SCAFFALE 11 PIANO 4;2;0;2;0;2;0;0;;;24/09/2021;24/09/2021;;;;;Regolare;SUPPORTO-DISCO-RADIALE -- 000 (113).jpg
140;00548;bobina corda diametro 5 mm;Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;;;AIGNEP;;;;;;;;;;;0;0;SCAF 14 RIP  POS  PIANO 2;20;0;20;0;20;0;0;;;01/12/2025;01/12/2025;;;;;Regolare;00548 -- 000 (730).jpg
141;DISCO-SETOLE-RADIALI;"BRISTLE-DISC GIALLO/GRANA 80 75MM
ZEBRA";Art. con magazzino;MATERIALE DI CONSUMO;;pz;22;;;;;;;;4049557668956;;WHURT;;;;;;;0673010758;;;;0;0;SCAFFALE 11 PIANO 4;2;0;2;0;2;0;0;;;24/09/2021;24/09/2021;;;;;Regolare;DISCO-SETOLE-RADIALI -- 000 (112).jpg
